epoch,acc,loss,val_acc,val_loss
0,0.6709343236903831,0.5922567661592418,0.7157515404929577,0.5490783337556141
1,0.7387271550039093,0.5182595412720918,0.751402948943662,0.5001472464539636
2,0.7690853449960907,0.4734830605485087,0.7717044454225352,0.4695095497537667
3,0.785825107505864,0.4472996627007545,0.7821302816901409,0.453270071409118
4,0.7972995259968726,0.42901372149924544,0.7910981514084507,0.4418207420639589
5,0.806290925527756,0.4141431668710671,0.794096610915493,0.43876640603575906
6,0.8142714034401877,0.4014911352539547,0.7987180897887324,0.430179785884602
7,0.8206118060985145,0.39023740123593315,0.7989931778169014,0.42728059675911784
8,0.8265154661845192,0.3798173223684037,0.8021016725352113,0.4281149596815378
9,0.831377663213448,0.3708723419352469,0.8020466549295775,0.4261009146420049
10,0.8356931684910086,0.36223740705039187,0.8050451144366197,0.42248385483530204
11,0.8402346804143862,0.3543651174576232,0.8054027288732394,0.4261937670304742
12,0.8447975713448006,0.3470971512959934,0.8054577464788732,0.4275023949817872
13,0.8482823494917905,0.3400675003373875,0.8070257482394366,0.4291021769315424
14,0.8519442679827991,0.3336938392484533,0.8076584507042254,0.42769871253362846
15,0.8546807808835027,0.3274526908772359,0.8056778169014085,0.43248850243612075
