epoch,acc,loss,val_acc,val_loss
0,0.6806281763096169,0.5823413051134725,0.7210057218309859,0.5422734989666603
1,0.7404313672791243,0.5138634882745005,0.7540713028169014,0.496149425985108
2,0.7676224100860047,0.4749846211325106,0.7714293573943662,0.46992369867126704
3,0.7846492621188429,0.45006828911841334,0.7784165933098591,0.45878169433751576
4,0.795949594409695,0.4314420915749783,0.786284110915493,0.4479536465565923
5,0.8050570514073495,0.41675034886556644,0.7914282570422535,0.4415189450685407
6,0.8123808883893667,0.4038937975877519,0.7946192781690141,0.43675577651027225
7,0.8185869087177482,0.3928290767838379,0.7994333186619719,0.4319178537583687
8,0.8247562793197811,0.3828410477238395,0.8025143045774648,0.42884928874776396
9,0.8297070465207194,0.37372801073646994,0.8031470070422535,0.4303919022351923
10,0.834816629202502,0.3651304910421092,0.8032570422535211,0.42927943505871463
11,0.8391932173573105,0.35759444283124897,0.8039172535211268,0.4351511890409698
12,0.843096413213448,0.35063715316384353,0.8034771126760564,0.4288960852673356
13,0.846449863174355,0.3440209253399143,0.8038072183098591,0.43101096531035193
