epoch,acc,loss,val_acc,val_loss
0,0.7400618158717748,0.5099545482013075,0.7645521566901409,0.46860846289446656
1,0.7768062206802189,0.45059030367304703,0.7608384683098591,0.4661730031522227
2,0.7923884626661454,0.4233792153557732,0.7823228433098591,0.45991571803747766
3,0.8057136923377639,0.4007444568706547,0.7831756161971831,0.4395023673562936
4,0.8171484069585614,0.38098329163511063,0.794371698943662,0.4339361688200857
5,0.8275019546520719,0.36113602994847244,0.7955270686619719,0.4354944815728026
6,0.8381670250195465,0.3420288570580583,0.7992407570422535,0.42622398952363244
7,0.8482029417513682,0.32363621663940056,0.801881602112676,0.4251962266337704
8,0.8581625048866302,0.30586155046700875,0.7936564700704225,0.44250279675487064
9,0.8677677873338546,0.2875238578880178,0.801056338028169,0.4536611280390914
10,0.8769393813526193,0.27042706981243053,0.8075209066901409,0.4676388599713084
11,0.8851489200547302,0.2532916944634178,0.806915713028169,0.5011171042709284
12,0.8930499902267396,0.23707229741925462,0.8082636443661971,0.5355337783694267
