epoch,acc,loss,val_acc,val_loss
0,0.6903871141019926,0.5820317565740514,0.7232164950469105,0.5246419602104069
1,0.7111373717326931,0.5483101054467235,0.7277525775211373,0.5154482318642213
2,0.7148617769720157,0.5400675745964093,0.7317938146345394,0.4999209166826661
3,0.7197623101286609,0.5310050932901393,0.7294020616786996,0.5024390978297008
4,0.7239907702011384,0.5209172245884002,0.7444948455623744,0.4865126510625033
5,0.7272503248380127,0.5142584434412966,0.7493608249438177,0.48008954338683296
6,0.7322404677441986,0.5050540865736146,0.7476288658810645,0.480030877442704
7,0.7339654554442226,0.5008944035313496,0.7554639174127087,0.4798845364973717
8,0.7359704735741734,0.4958530103809395,0.7412783504958005,0.4967811478093727
9,0.7375778484512194,0.493012905099485,0.753237113524958,0.46972942773091425
10,0.7392860343232046,0.4900177455719154,0.7568659793470324,0.4648480801115331
11,0.741907119507954,0.4860443087404275,0.7625567010751705,0.46432182453833903
12,0.7432960706178238,0.4824374064845185,0.7615670101323079,0.46346765421837877
13,0.7449146466975389,0.4806350180525801,0.7627216494648726,0.4614449228011456
14,0.7470484788638192,0.47732938258118823,0.7585154638978624,0.46148279312222273
15,0.7480901921942187,0.4743132200074552,0.7614020619785663,0.4598235173790725
16,0.7480845915928842,0.47379168004399747,0.7637938146345394,0.4604113920472332
17,0.7511369236946277,0.47165300413572936,0.7651958763329024,0.4579929577837285
18,0.7511537255173254,0.47069693535714546,0.7661855669119924,0.4542234886995296
19,0.7510081096956863,0.46843145827040183,0.7634639175700159,0.45908663258847504
20,0.7538588198209045,0.4661732654806758,0.7694020618999128,0.4553216951311249
21,0.7529739235708954,0.4648395888458962,0.7708865980610405,0.4527722818826892
22,0.7563454903920249,0.46199760070501505,0.7676701029010655,0.4520102346066347
23,0.757644831765707,0.45987107619797435,0.7675876290527816,0.45135261888602346
24,0.7588041579003905,0.4591714250776491,0.7708041238342364,0.45008182318431816
25,0.7579976701358296,0.45854766943494374,0.7700618557143457,0.4494965251475265
26,0.7594762310299578,0.4574924886341489,0.7741030927490943,0.44814950469351306
27,0.759375420045701,0.4558421285278273,0.7660206185222901,0.44926865214662454
28,0.761856490002134,0.4545109599229175,0.7760824740350861,0.44787278386735424
29,0.7630998252583178,0.45339999141923426,0.7742680413452621,0.4476413281111373
30,0.7630662216102517,0.45129873550404487,0.7742680412666085,0.447370227000148
31,0.7641079349459924,0.450348126878394,0.7777319588710352,0.4451567816562259
32,0.7636598861795946,0.45004980567535774,0.7759999998869355,0.44613739077332093
33,0.7651048433882687,0.44870122840815885,0.7680824744283539,0.4513765190188418
34,0.7656200994507986,0.44716703843683736,0.7790515462786881,0.4399488299826986
35,0.7660457457691289,0.4457765171442297,0.7746804124792827,0.4417192574653429
36,0.767955553556216,0.44559304084694085,0.7747628865635272,0.4432219156456977
37,0.7688068461768531,0.44312688944250983,0.7807010308934241,0.44075521785205174
38,0.7690588736054482,0.4421539190603983,0.7788041238981424,0.44262569942425206
39,0.7678771450467325,0.44223445332511263,0.7744329896563107,0.44365817695548854
