epoch,acc,loss,val_acc,val_loss
0,0.7331625048866302,0.5208161725160944,0.7615812059859155,0.48138821618237965
1,0.7710888633698202,0.4628010366324618,0.7711542693661971,0.45914586780356687
2,0.786689430218921,0.4380732471818007,0.775940801056338,0.45125499220801074
3,0.7977729182955434,0.4181670240935541,0.784303477112676,0.4389188234025324
4,0.8076347488272088,0.4004966298335227,0.7883747799295775,0.4342504548774639
5,0.8170537284988272,0.3837324622159269,0.7948393485915493,0.4280592665915758
6,0.8255381401485535,0.3692630834533797,0.7962973151408451,0.4318879046280619
7,0.8320587372947615,0.3553526843661345,0.7941241197183099,0.438544346098329
8,0.8394131157154027,0.34189309750081415,0.7930787852112676,0.439073861589734
9,0.8461047449179047,0.3289770941607555,0.798828125,0.44309631724592663
10,0.8529826768960125,0.3166487725441394,0.8003136003521126,0.4584947299789375
