epoch,acc,loss,val_acc,val_loss
0,0.7353370553166536,0.5182711086159483,0.7638919454225352,0.4687118596384223
1,0.7735688281860829,0.4571845897060525,0.7729148327464789,0.46192183943701465
2,0.7896091917513682,0.43093255020101334,0.7812775088028169,0.44207393419994434
3,0.8016364102814699,0.4089933172322699,0.790190360915493,0.43385861950441146
4,0.8125366497263488,0.38995699205255957,0.794096610915493,0.42483522491136066
5,0.8218120846364347,0.3717877580562171,0.795196963028169,0.42517831270963374
6,0.8317441604769351,0.35329287996088926,0.7949768926056338,0.4314546833785487
7,0.840582852814699,0.33653409950336133,0.7960772447183099,0.4325374813986496
8,0.8490397771696638,0.3198004060944046,0.8031470070422535,0.43072002045285535
9,0.8581625048866302,0.30255880090317006,0.8054302376760564,0.4403666063198741
